id,Potencia,Radiacion,Temperatura,Temperatura panel
703,-44.0,13.0,14.0,14.0
704,-54.0,16.0,14.0,14.0
705,-98.0,27.0,14.0,14.0
706,-134.0,38.0,15.0,15.0
707,-187.0,52.0,15.0,15.0
708,-313.0,80.0,16.0,16.0
709,-318.0,103.0,16.0,17.0
710,-495.0,129.0,16.0,18.0
711,-507.0,155.0,17.0,18.0
712,-650.0,182.0,17.0,19.0
713,-379.0,140.0,17.0,19.0
714,-647.0,151.0,17.0,19.0
715,-2164.0,383.0,18.0,20.0
716,-2139.0,1036.0,21.0,25.0
717,-1282.0,741.0,20.0,27.0
718,-861.0,303.0,19.0,23.0
719,-659.0,215.0,19.0,21.0
720,-707.0,233.0,19.0,20.0
721,-714.0,224.0,19.0,21.0
722,-644.0,234.0,18.0,20.0
723,-1088.0,252.0,16.0,18.0
724,-1423.0,368.0,18.0,19.0
725,-588.0,249.0,18.0,20.0
726,-746.0,251.0,18.0,20.0
727,-1786.0,452.0,20.0,21.0
728,-1122.0,400.0,20.0,23.0
729,-720.0,259.0,19.0,21.0
730,-568.0,168.0,18.0,20.0
731,-814.0,185.0,19.0,19.0
732,-1134.0,266.0,19.0,20.0
733,-1224.0,384.0,21.0,21.0
734,-525.0,245.0,20.0,22.0
735,-649.0,159.0,20.0,21.0
736,-793.0,215.0,20.0,21.0
737,-943.0,269.0,20.0,21.0
738,-702.0,225.0,20.0,21.0
739,-673.0,214.0,19.0,20.0
740,-556.0,166.0,19.0,20.0
741,-330.0,123.0,19.0,20.0
742,-334.0,109.0,19.0,19.0
743,-426.0,108.0,18.0,19.0
744,-333.0,115.0,17.0,18.0
745,-166.0,63.0,15.0,16.0
746,-258.0,63.0,13.0,15.0
747,-250.0,80.0,13.0,14.0
748,-216.0,83.0,14.0,15.0
749,-217.0,74.0,14.0,15.0
750,-136.0,62.0,15.0,15.0
751,-236.0,63.0,15.0,15.0
752,-389.0,82.0,15.0,16.0
753,-209.0,111.0,15.0,16.0
754,-93.0,60.0,15.0,17.0
755,-73.0,30.0,15.0,16.0
756,-28.0,25.0,15.0,16.0
757,7.0,3.0,15.0,15.0
758,8.0,-1.0,14.0,15.0
759,8.0,-2.0,14.0,14.0
760,8.0,-1.0,14.0,14.0
761,8.0,-3.0,14.0,14.0
762,8.0,-2.0,14.0,13.0
763,8.0,-2.0,14.0,13.0
764,8.0,-3.0,13.0,13.0
765,8.0,-3.0,13.0,13.0
766,8.0,-2.0,13.0,12.0
767,8.0,-2.0,13.0,12.0
768,8.0,-2.0,13.0,12.0
769,8.0,-1.0,13.0,12.0
770,8.0,-2.0,12.0,12.0
771,8.0,-1.0,12.0,12.0
772,8.0,-2.0,12.0,12.0
773,8.0,-3.0,12.0,12.0
774,8.0,-2.0,12.0,11.0
775,8.0,-2.0,12.0,11.0
776,8.0,-2.0,12.0,11.0
777,8.0,-2.0,12.0,11.0
778,8.0,-3.0,12.0,11.0
779,8.0,-3.0,12.0,11.0
780,8.0,-2.0,12.0,11.0
781,8.0,-2.0,11.0,11.0
782,8.0,-2.0,11.0,11.0
783,8.0,-2.0,12.0,11.0
784,8.0,-1.0,12.0,11.0
785,8.0,-2.0,12.0,11.0
786,8.0,-1.0,12.0,12.0
787,8.0,-1.0,12.0,12.0
788,8.0,-1.0,12.0,12.0
789,8.0,-1.0,12.0,12.0
790,8.0,-1.0,12.0,12.0
791,8.0,-2.0,12.0,11.0
792,8.0,-2.0,11.0,11.0
793,8.0,-3.0,11.0,11.0
794,8.0,-3.0,11.0,10.0
795,-4.0,1.0,10.0,10.0
796,-46.0,9.0,10.0,10.0
797,-92.0,22.0,10.0,10.0
798,-276.0,57.0,11.0,10.0
799,-604.0,140.0,13.0,12.0
800,-997.0,241.0,15.0,14.0
801,-1403.0,326.0,16.0,15.0
802,-1522.0,455.0,16.0,18.0
803,-1649.0,493.0,17.0,19.0
804,-2495.0,702.0,18.0,23.0
805,-978.0,640.0,18.0,26.0
806,-2964.0,668.0,19.0,25.0
807,-896.0,588.0,19.0,25.0
808,-3027.0,702.0,21.0,24.0
809,-2964.0,995.0,23.0,29.0
810,-2480.0,851.0,23.0,31.0
811,-3065.0,892.0,24.0,30.0
812,-3073.0,900.0,25.0,31.0
813,-3066.0,900.0,25.0,31.0
814,-3065.0,1035.0,27.0,33.0
815,-3077.0,1042.0,27.0,33.0
816,-3078.0,1051.0,27.0,34.0
817,-3078.0,1053.0,25.0,34.0
818,-3079.0,1051.0,25.0,32.0
819,-3079.0,1057.0,24.0,32.0
820,-3079.0,1060.0,25.0,33.0
821,-3064.0,1059.0,28.0,34.0
822,-3068.0,1052.0,26.0,36.0
823,-3052.0,1052.0,27.0,36.0
824,-3060.0,1043.0,27.0,36.0
825,-3054.0,1041.0,28.0,35.0
826,-3041.0,1036.0,30.0,36.0
827,-3038.0,1021.0,31.0,38.0
828,-3050.0,1020.0,31.0,40.0
829,-3046.0,1029.0,30.0,39.0
830,-3057.0,1026.0,32.0,40.0
831,-3054.0,1032.0,31.0,42.0
832,-3050.0,1031.0,30.0,41.0
833,-3044.0,1028.0,32.0,41.0
834,-3037.0,1013.0,32.0,42.0
835,-3031.0,997.0,32.0,42.0
836,-3023.0,983.0,32.0,41.0
837,-2999.0,969.0,31.0,41.0
838,-2950.0,940.0,32.0,41.0
839,-2905.0,908.0,32.0,41.0
840,-2786.0,895.0,32.0,40.0
841,-2669.0,857.0,31.0,40.0
842,-2552.0,815.0,30.0,38.0
843,-2410.0,677.0,29.0,36.0
844,-2181.0,708.0,28.0,36.0
845,-1813.0,622.0,27.0,35.0
846,-1429.0,509.0,26.0,31.0
847,-1109.0,405.0,24.0,29.0
848,-759.0,306.0,23.0,27.0
849,-479.0,212.0,22.0,24.0
850,-193.0,130.0,21.0,22.0
851,-100.0,52.0,20.0,20.0
852,-36.0,24.0,18.0,18.0
853,3.0,4.0,18.0,17.0
854,7.0,-4.0,17.0,16.0
855,8.0,-6.0,16.0,15.0
856,8.0,-5.0,15.0,14.0
857,8.0,-5.0,15.0,14.0
858,8.0,-5.0,15.0,14.0
859,8.0,-5.0,14.0,14.0
860,8.0,-5.0,14.0,14.0
861,8.0,-5.0,14.0,13.0
862,8.0,-5.0,14.0,13.0
863,8.0,-4.0,13.0,13.0
864,8.0,-4.0,13.0,12.0
865,8.0,-4.0,12.0,12.0
866,8.0,-4.0,12.0,11.0
867,8.0,-4.0,12.0,11.0
868,8.0,-4.0,12.0,11.0
869,8.0,-4.0,12.0,11.0
870,8.0,-5.0,11.0,10.0
871,8.0,-4.0,11.0,10.0
872,8.0,-3.0,11.0,10.0
873,8.0,-3.0,11.0,11.0
874,8.0,-3.0,11.0,11.0
875,8.0,-4.0,11.0,11.0
876,8.0,-4.0,11.0,10.0
877,8.0,-4.0,11.0,10.0
878,8.0,-3.0,11.0,10.0
879,8.0,-4.0,10.0,10.0
880,8.0,-5.0,10.0,9.0
881,8.0,-4.0,9.0,9.0
882,8.0,-4.0,9.0,9.0
883,8.0,-4.0,9.0,8.0
884,8.0,-4.0,9.0,8.0
885,8.0,-4.0,9.0,8.0
886,8.0,-4.0,9.0,8.0
887,8.0,-4.0,9.0,8.0
888,8.0,-4.0,8.0,8.0
889,8.0,-4.0,8.0,8.0
890,8.0,-4.0,8.0,7.0
891,6.0,-1.0,8.0,7.0
892,-41.0,7.0,8.0,8.0
893,-114.0,31.0,9.0,8.0
894,-337.0,71.0,10.0,9.0
895,-630.0,161.0,11.0,10.0
896,-1020.0,257.0,12.0,11.0
897,-1406.0,368.0,14.0,13.0
898,-1830.0,493.0,16.0,16.0
899,-2224.0,624.0,18.0,19.0
900,-2490.0,743.0,19.0,23.0
901,-2608.0,801.0,21.0,25.0
902,-2751.0,843.0,22.0,26.0
903,-2873.0,884.0,23.0,27.0
904,-2960.0,916.0,23.0,27.0
905,-3021.0,947.0,24.0,29.0
906,-3033.0,969.0,25.0,29.0
907,-3050.0,986.0,25.0,29.0
908,-3056.0,1003.0,25.0,29.0
909,-3058.0,1012.0,27.0,29.0
910,-3058.0,1023.0,28.0,32.0
911,-3058.0,1023.0,28.0,34.0
912,-3066.0,1030.0,28.0,32.0
913,-3065.0,1036.0,28.0,32.0
914,-3058.0,1039.0,30.0,33.0
915,-3053.0,1035.0,30.0,35.0
916,-3058.0,1036.0,28.0,34.0
917,-3055.0,1037.0,30.0,34.0
918,-3060.0,1036.0,29.0,35.0
919,-3055.0,1041.0,31.0,35.0
920,-3052.0,1037.0,31.0,36.0
921,-3043.0,1036.0,33.0,37.0
922,-3046.0,1036.0,34.0,38.0
923,-3045.0,1037.0,33.0,39.0
924,-3038.0,1025.0,34.0,41.0
925,-3028.0,1015.0,35.0,42.0
926,-3022.0,1011.0,36.0,43.0
927,-3024.0,1006.0,36.0,44.0
928,-3020.0,1004.0,35.0,44.0
929,-3007.0,993.0,36.0,45.0
930,-3004.0,979.0,36.0,45.0
931,-2999.0,971.0,36.0,44.0
932,-2954.0,965.0,35.0,44.0
933,-2929.0,949.0,35.0,44.0
934,-2844.0,931.0,36.0,44.0
935,-2768.0,898.0,35.0,44.0
936,-2647.0,864.0,35.0,44.0
937,-2539.0,827.0,35.0,43.0
938,-2451.0,792.0,34.0,42.0
939,-2302.0,753.0,34.0,41.0
940,-2110.0,692.0,33.0,40.0
941,-1848.0,630.0,32.0,39.0
942,-1497.0,537.0,30.0,36.0
943,-1135.0,427.0,29.0,34.0
944,-782.0,322.0,28.0,31.0
945,-486.0,221.0,27.0,29.0
946,-183.0,134.0,26.0,26.0
947,-95.0,51.0,24.0,24.0
948,-27.0,23.0,23.0,22.0
949,6.0,2.0,22.0,21.0
950,8.0,-4.0,21.0,20.0
951,8.0,-6.0,20.0,19.0
952,8.0,-6.0,20.0,18.0
953,8.0,-6.0,19.0,18.0
954,8.0,-6.0,18.0,17.0
955,8.0,-6.0,17.0,16.0
956,8.0,-6.0,17.0,16.0
957,8.0,-6.0,17.0,15.0
958,8.0,-6.0,16.0,15.0
959,8.0,-6.0,16.0,15.0
960,8.0,-6.0,14.0,13.0
961,8.0,-5.0,13.0,12.0
962,8.0,-4.0,13.0,12.0
963,8.0,-4.0,13.0,12.0
964,8.0,-4.0,13.0,12.0
965,8.0,-3.0,13.0,12.0
966,8.0,-3.0,13.0,12.0
967,8.0,-3.0,13.0,12.0
968,8.0,-3.0,14.0,13.0
969,8.0,-4.0,14.0,13.0
970,8.0,-3.0,14.0,13.0
971,8.0,-3.0,14.0,13.0
972,8.0,-4.0,14.0,13.0
973,8.0,-4.0,13.0,13.0
974,8.0,-4.0,13.0,13.0
975,8.0,-5.0,13.0,12.0
976,8.0,-5.0,12.0,12.0
977,8.0,-5.0,12.0,11.0
978,8.0,-5.0,12.0,11.0
979,8.0,-5.0,11.0,11.0
980,8.0,-4.0,11.0,10.0
981,8.0,-4.0,11.0,10.0
982,8.0,-4.0,11.0,10.0
983,8.0,-4.0,10.0,10.0
984,8.0,-4.0,10.0,10.0
985,8.0,-4.0,10.0,10.0
986,8.0,-4.0,10.0,9.0
987,1.0,-1.0,10.0,9.0
988,-41.0,7.0,10.0,9.0
989,-110.0,30.0,10.0,10.0
990,-358.0,70.0,11.0,10.0
991,-661.0,169.0,12.0,11.0
992,-1050.0,271.0,14.0,12.0
993,-1450.0,381.0,15.0,14.0
994,-1839.0,505.0,17.0,17.0
995,-2280.0,633.0,19.0,20.0
996,-2560.0,764.0,20.0,24.0
997,-2734.0,834.0,21.0,26.0
998,-2884.0,889.0,22.0,28.0
999,-2992.0,930.0,23.0,29.0
1000,-3021.0,963.0,24.0,31.0
1001,-3040.0,984.0,26.0,32.0
1002,-3055.0,1008.0,26.0,32.0
1003,-3057.0,1024.0,27.0,33.0
1004,-3063.0,1031.0,27.0,33.0
1005,-3066.0,1041.0,27.0,34.0
1006,-3068.0,1049.0,29.0,35.0
1007,-3068.0,1052.0,30.0,36.0
1008,-3071.0,1056.0,30.0,36.0
1009,-3059.0,1054.0,32.0,37.0
1010,-3052.0,1050.0,33.0,39.0
1011,-3056.0,1050.0,31.0,38.0
1012,-3049.0,1052.0,32.0,37.0
1013,-3053.0,1054.0,32.0,38.0
1014,-3042.0,1052.0,34.0,40.0
1015,-3049.0,1051.0,34.0,41.0
1016,-3045.0,1055.0,34.0,41.0
1017,-3044.0,1054.0,35.0,42.0
1018,-3039.0,1048.0,36.0,42.0
1019,-3032.0,1045.0,37.0,44.0
1020,-3027.0,1041.0,38.0,46.0
1021,-3032.0,1036.0,38.0,48.0
1022,-3030.0,1034.0,39.0,48.0
1023,-3028.0,1031.0,39.0,48.0
1024,-3030.0,1032.0,39.0,49.0
1025,-3027.0,1032.0,38.0,49.0
1026,-3025.0,1026.0,39.0,49.0
1027,-3021.0,1020.0,39.0,50.0
1028,-3019.0,1014.0,38.0,49.0
1029,-3009.0,1006.0,39.0,49.0
1030,-2994.0,988.0,41.0,49.0
1031,-2971.0,976.0,40.0,50.0
1032,-2886.0,953.0,39.0,50.0
1033,-2809.0,927.0,38.0,48.0
1034,-2700.0,891.0,38.0,48.0
1035,-2562.0,845.0,37.0,47.0
1036,-2398.0,792.0,37.0,45.0
1037,-2078.0,725.0,36.0,45.0
1038,-1719.0,613.0,35.0,42.0
1039,-1348.0,500.0,33.0,39.0
1040,-931.0,383.0,32.0,36.0
1041,-610.0,272.0,31.0,34.0
1042,-184.0,164.0,30.0,31.0
1043,-86.0,54.0,27.0,28.0
1044,-25.0,21.0,26.0,25.0
1045,7.0,0.0,24.0,23.0
1046,7.0,-5.0,23.0,21.0
1047,8.0,-5.0,21.0,20.0
1048,8.0,-5.0,20.0,19.0
1049,8.0,-3.0,20.0,18.0
1050,8.0,-4.0,19.0,18.0
1051,8.0,-5.0,19.0,17.0
1052,8.0,-6.0,19.0,17.0
1053,8.0,-6.0,18.0,16.0
1054,8.0,-6.0,17.0,15.0
1055,8.0,-5.0,16.0,14.0
1056,8.0,-3.0,15.0,14.0
1057,8.0,-3.0,15.0,14.0
1058,8.0,-3.0,15.0,14.0
1059,8.0,-4.0,15.0,14.0
1060,8.0,-4.0,15.0,14.0
1061,8.0,-4.0,16.0,14.0
1062,8.0,-5.0,15.0,15.0
1063,8.0,-5.0,15.0,14.0
1064,8.0,-5.0,14.0,13.0
1065,8.0,-4.0,14.0,13.0
1066,8.0,-4.0,15.0,14.0
1067,8.0,-5.0,15.0,14.0
1068,8.0,-5.0,15.0,14.0
1069,8.0,-5.0,15.0,14.0
1070,8.0,-5.0,14.0,14.0
1071,8.0,-5.0,14.0,13.0
1072,8.0,-5.0,13.0,12.0
1073,8.0,-5.0,13.0,12.0
1074,8.0,-5.0,12.0,11.0
1075,8.0,-5.0,12.0,11.0
1076,8.0,-4.0,11.0,10.0
1077,8.0,-4.0,11.0,10.0
1078,8.0,-4.0,11.0,10.0
1079,8.0,-4.0,11.0,10.0
1080,8.0,-5.0,11.0,10.0
1081,8.0,-4.0,11.0,10.0
1082,8.0,-4.0,11.0,10.0
1083,-1.0,-1.0,11.0,10.0
1084,-41.0,7.0,11.0,10.0
1085,-111.0,33.0,11.0,10.0
1086,-356.0,70.0,12.0,11.0
1087,-704.0,174.0,15.0,13.0
1088,-1074.0,275.0,17.0,15.0
1089,-1469.0,385.0,18.0,17.0
1090,-1852.0,510.0,21.0,21.0
1091,-2205.0,629.0,23.0,25.0
1092,-2496.0,753.0,25.0,28.0
1093,-2647.0,817.0,26.0,32.0
1094,-2776.0,869.0,28.0,35.0
1095,-2898.0,913.0,29.0,37.0
1096,-2972.0,948.0,30.0,40.0
1097,-3000.0,971.0,31.0,43.0
1098,-3013.0,988.0,33.0,45.0
1099,-3023.0,1003.0,34.0,45.0
1100,-3027.0,1016.0,34.0,44.0
1101,-3029.0,1026.0,35.0,45.0
1102,-3024.0,1027.0,35.0,46.0
1103,-3023.0,1036.0,36.0,48.0
1104,-3031.0,1045.0,33.0,47.0
1105,-3025.0,1049.0,37.0,47.0
1106,-3021.0,1043.0,36.0,48.0
1107,-3032.0,1054.0,36.0,46.0
1108,-3019.0,1058.0,35.0,45.0
1109,-3024.0,1051.0,36.0,48.0
1110,-3022.0,1056.0,35.0,47.0
1111,-3016.0,1058.0,36.0,47.0
1112,-3019.0,1050.0,39.0,48.0
1113,-3009.0,1041.0,40.0,49.0
1114,-3011.0,1039.0,40.0,50.0
1115,-3012.0,1041.0,38.0,50.0
1116,-3012.0,1044.0,40.0,51.0
1117,-3052.0,1031.0,42.0,53.0
1118,-2752.0,1025.0,43.0,54.0
1119,-2952.0,902.0,41.0,51.0
1120,-2601.0,887.0,40.0,51.0
1121,-2921.0,844.0,37.0,45.0
1122,-1480.0,935.0,40.0,48.0
1123,-1395.0,899.0,38.0,48.0
1124,-2568.0,975.0,40.0,49.0
1125,-2893.0,974.0,42.0,52.0
1126,-2846.0,965.0,41.0,52.0
1127,-2779.0,931.0,42.0,49.0
1128,-2663.0,900.0,42.0,50.0
1129,-2640.0,873.0,36.0,45.0
1130,-2573.0,854.0,33.0,39.0
1131,-2431.0,816.0,34.0,37.0
1132,-2283.0,759.0,32.0,36.0
1133,-2041.0,702.0,31.0,34.0
1134,-1714.0,606.0,29.0,32.0
1135,-1287.0,495.0,28.0,31.0
1136,-898.0,368.0,28.0,29.0
1137,-543.0,257.0,27.0,28.0
1138,-178.0,151.0,26.0,26.0
1139,-99.0,56.0,24.0,24.0
1140,-32.0,28.0,23.0,23.0
1141,6.0,3.0,21.0,21.0
1142,8.0,-4.0,21.0,20.0
1143,8.0,-5.0,20.0,20.0
1144,8.0,-6.0,19.0,19.0
1145,8.0,-6.0,18.0,18.0
1146,8.0,-6.0,18.0,17.0
1147,8.0,-5.0,17.0,17.0
1148,8.0,-5.0,17.0,16.0
1149,8.0,-5.0,16.0,15.0
1150,8.0,-5.0,16.0,15.0
1151,8.0,-5.0,15.0,15.0
1152,8.0,-5.0,15.0,14.0
1153,8.0,-5.0,15.0,14.0
1154,8.0,-5.0,14.0,14.0
1155,8.0,-5.0,14.0,13.0
1156,8.0,-5.0,14.0,13.0
1157,8.0,-5.0,14.0,13.0
1158,8.0,-5.0,14.0,13.0
1159,8.0,-5.0,13.0,13.0
1160,8.0,-5.0,13.0,12.0
1161,8.0,-5.0,13.0,12.0
1162,8.0,-5.0,13.0,12.0
1163,8.0,-5.0,12.0,11.0
1164,8.0,-4.0,11.0,11.0
1165,8.0,-3.0,11.0,10.0
1166,8.0,-4.0,11.0,10.0
1167,8.0,-5.0,11.0,10.0
1168,8.0,-5.0,10.0,9.0
1169,8.0,-5.0,10.0,9.0
1170,8.0,-5.0,10.0,8.0
1171,8.0,-4.0,9.0,8.0
1172,8.0,-3.0,10.0,8.0
1173,8.0,-4.0,10.0,9.0
1174,8.0,-1.0,11.0,10.0
1175,8.0,0.0,11.0,11.0
1176,9.0,0.0,12.0,12.0
1177,8.0,-3.0,12.0,12.0
1178,8.0,-5.0,11.0,11.0
1179,3.0,-3.0,11.0,10.0
1180,-30.0,3.0,10.0,9.0
1181,-77.0,18.0,11.0,9.0
1182,-155.0,38.0,12.0,11.0
1183,-222.0,59.0,13.0,12.0
1184,-275.0,75.0,14.0,14.0
1185,-358.0,90.0,14.0,14.0
1186,-363.0,100.0,15.0,15.0
1187,-449.0,120.0,15.0,16.0
1188,-518.0,147.0,16.0,16.0
1189,-656.0,180.0,17.0,18.0
1190,-1187.0,244.0,19.0,20.0
1191,-958.0,262.0,20.0,23.0
1192,-1552.0,316.0,21.0,24.0
1193,-2508.0,724.0,24.0,30.0
1194,-2900.0,892.0,24.0,36.0
1195,-2794.0,953.0,25.0,38.0
1196,-3006.0,985.0,27.0,40.0
1197,-3009.0,993.0,27.0,43.0
1198,-3015.0,1010.0,25.0,39.0
1199,-3015.0,1012.0,25.0,39.0
1200,-3024.0,1020.0,29.0,38.0
1201,-3018.0,1016.0,29.0,40.0
1202,-3019.0,1021.0,28.0,40.0
1203,-3012.0,1023.0,31.0,42.0
1204,-3017.0,1021.0,28.0,43.0
1205,-3022.0,1025.0,27.0,38.0
1206,-3013.0,1021.0,30.0,38.0
1207,-3011.0,1016.0,33.0,41.0
1208,-2998.0,1013.0,31.0,41.0
1209,-3016.0,1013.0,34.0,43.0
1210,-3003.0,1011.0,36.0,44.0
1211,-2986.0,1006.0,36.0,45.0
1212,-2969.0,995.0,35.0,46.0
1213,-2948.0,991.0,37.0,46.0
1214,-2920.0,976.0,38.0,47.0
1215,-2874.0,960.0,38.0,47.0
1216,-2904.0,957.0,38.0,48.0
1217,-2886.0,956.0,40.0,48.0
1218,-2876.0,946.0,40.0,48.0
1219,-2867.0,947.0,39.0,49.0
1220,-2790.0,929.0,39.0,48.0
1221,-2700.0,900.0,40.0,48.0
1222,-2660.0,879.0,40.0,48.0
1223,-2536.0,844.0,38.0,47.0
1224,-2376.0,803.0,39.0,46.0
1225,-2231.0,750.0,38.0,44.0
1226,-2039.0,701.0,38.0,45.0
1227,-1830.0,632.0,37.0,44.0
1228,-1665.0,575.0,35.0,43.0
1229,-1536.0,533.0,32.0,39.0
1230,-1257.0,467.0,30.0,34.0
1231,-934.0,372.0,28.0,31.0
1232,-632.0,270.0,27.0,28.0
1233,-406.0,185.0,25.0,26.0
1234,-163.0,110.0,24.0,25.0
1235,-80.0,44.0,23.0,23.0
1236,-21.0,19.0,21.0,22.0
1237,5.0,2.0,20.0,20.0
1238,9.0,-3.0,20.0,19.0
1239,7.0,-5.0,19.0,19.0
1240,8.0,-5.0,18.0,18.0
1241,8.0,-5.0,18.0,17.0
1242,8.0,-5.0,18.0,17.0
1243,8.0,-5.0,17.0,16.0
1244,8.0,-5.0,17.0,16.0
1245,8.0,-5.0,16.0,16.0
1246,8.0,-5.0,16.0,15.0
1247,8.0,-4.0,15.0,15.0
1248,8.0,-5.0,15.0,14.0
1249,8.0,-5.0,15.0,14.0
1250,8.0,-4.0,15.0,14.0
1251,8.0,-5.0,14.0,13.0
1252,8.0,-4.0,14.0,13.0
1253,8.0,-5.0,14.0,13.0
1254,8.0,-5.0,14.0,13.0
1255,8.0,-5.0,13.0,12.0
1256,8.0,-4.0,13.0,12.0
1257,8.0,-4.0,13.0,12.0
1258,8.0,-4.0,13.0,13.0
1259,8.0,-3.0,13.0,13.0
1260,8.0,-3.0,14.0,13.0
1261,8.0,-3.0,14.0,13.0
1262,8.0,-4.0,14.0,14.0
1263,8.0,-4.0,14.0,13.0
1264,8.0,-4.0,14.0,13.0
1265,8.0,-4.0,14.0,13.0
1266,8.0,-4.0,14.0,13.0
1267,8.0,-4.0,14.0,13.0
1268,8.0,-4.0,14.0,13.0
1269,8.0,-4.0,13.0,13.0
1270,8.0,-4.0,13.0,13.0
1271,8.0,-4.0,13.0,12.0
1272,8.0,-4.0,13.0,12.0
1273,8.0,-4.0,12.0,12.0
1274,8.0,-4.0,12.0,12.0
1275,7.0,-3.0,12.0,11.0
1276,-26.0,3.0,12.0,11.0
1277,-92.0,22.0,12.0,11.0
1278,-182.0,51.0,12.0,12.0
1279,-446.0,117.0,13.0,12.0
1280,-707.0,195.0,14.0,13.0
1281,-1064.0,286.0,15.0,15.0
1282,-1429.0,400.0,17.0,17.0
1283,-1705.0,509.0,18.0,19.0
1284,-2121.0,613.0,20.0,22.0
1285,-2408.0,732.0,21.0,26.0
1286,-2634.0,811.0,22.0,27.0
1287,-2717.0,856.0,23.0,29.0
1288,-2884.0,900.0,23.0,30.0
1289,-2964.0,932.0,24.0,30.0
1290,-3017.0,962.0,25.0,32.0
1291,-3015.0,967.0,27.0,33.0
1292,-3027.0,979.0,27.0,34.0
1293,-3035.0,992.0,27.0,33.0
1294,-3042.0,1001.0,28.0,33.0
1295,-3050.0,1013.0,29.0,34.0
1296,-3050.0,1020.0,30.0,34.0
1297,-3052.0,1024.0,29.0,34.0
1298,-3044.0,1028.0,31.0,35.0
1299,-3046.0,1024.0,31.0,36.0
1300,-3044.0,1028.0,31.0,36.0
1301,-3042.0,1029.0,31.0,36.0
1302,-3040.0,1024.0,33.0,37.0
1303,-3032.0,1022.0,33.0,37.0
1304,-3035.0,1016.0,32.0,37.0
1305,-3024.0,1009.0,34.0,37.0
1306,-3025.0,1001.0,34.0,37.0
1307,-3011.0,998.0,35.0,39.0
1308,-3017.0,994.0,35.0,41.0
1309,-3014.0,996.0,36.0,41.0
1310,-3018.0,999.0,36.0,42.0
1311,-3023.0,998.0,36.0,41.0
1312,-3028.0,975.0,36.0,41.0
1313,-3020.0,998.0,36.0,42.0
1314,-3005.0,988.0,37.0,44.0
1315,-2986.0,970.0,37.0,45.0
1316,-2945.0,958.0,36.0,45.0
1317,-2933.0,947.0,37.0,44.0
1318,-2863.0,936.0,37.0,43.0
1319,-2844.0,917.0,37.0,44.0
1320,-2777.0,895.0,37.0,44.0
1321,-2567.0,857.0,36.0,42.0
1322,-2484.0,801.0,36.0,41.0
1323,-2378.0,774.0,36.0,41.0
1324,-2195.0,728.0,35.0,41.0
1325,-1859.0,635.0,34.0,39.0
1326,-1575.0,546.0,32.0,37.0
1327,-1231.0,456.0,31.0,34.0
1328,-859.0,344.0,29.0,32.0
1329,-249.0,177.0,28.0,29.0
1330,-194.0,96.0,26.0,26.0
1331,-112.0,61.0,25.0,25.0
1332,-37.0,31.0,24.0,24.0
1333,3.0,5.0,23.0,23.0
1334,7.0,-3.0,23.0,22.0
1335,8.0,-5.0,22.0,22.0
1336,8.0,-5.0,22.0,21.0
1337,8.0,-4.0,21.0,21.0
1338,8.0,-5.0,20.0,20.0
1339,8.0,-5.0,19.0,19.0
1340,8.0,-4.0,18.0,19.0
1341,8.0,-4.0,18.0,18.0
1342,8.0,-4.0,17.0,17.0
1343,8.0,-4.0,17.0,17.0
1344,8.0,-4.0,17.0,17.0
1345,8.0,-4.0,16.0,16.0
1346,8.0,-4.0,15.0,15.0
1347,8.0,-4.0,15.0,15.0
1348,8.0,-4.0,14.0,14.0
1349,8.0,-4.0,14.0,14.0
1350,8.0,-4.0,13.0,13.0
1351,8.0,-4.0,13.0,13.0
1352,8.0,-4.0,13.0,13.0
1353,8.0,-4.0,12.0,12.0
1354,8.0,-4.0,12.0,12.0
1355,8.0,-4.0,12.0,12.0
1356,8.0,-4.0,12.0,12.0
1357,8.0,-4.0,12.0,12.0
1358,8.0,-4.0,11.0,11.0
1359,8.0,-4.0,11.0,11.0
1360,8.0,-4.0,11.0,11.0
1361,8.0,-4.0,11.0,11.0
1362,8.0,-4.0,11.0,11.0
1363,8.0,-4.0,11.0,11.0
1364,8.0,-4.0,11.0,10.0
1365,8.0,-4.0,10.0,10.0
1366,8.0,-4.0,10.0,10.0
1367,8.0,-4.0,10.0,10.0
1368,8.0,-4.0,10.0,10.0
1369,8.0,-4.0,10.0,10.0
1370,8.0,-4.0,10.0,10.0
1371,6.0,-2.0,10.0,10.0
1372,-21.0,3.0,10.0,10.0
1373,-84.0,21.0,10.0,10.0
1374,-175.0,50.0,11.0,10.0
1375,-452.0,118.0,12.0,11.0
1376,-722.0,200.0,13.0,12.0
1377,-1122.0,295.0,14.0,14.0
1378,-1611.0,435.0,15.0,15.0
1379,-2059.0,581.0,17.0,17.0
1380,-2439.0,716.0,18.0,19.0
1381,-2560.0,793.0,19.0,21.0
1382,-2795.0,846.0,20.0,22.0
1383,-2933.0,903.0,20.0,23.0
1384,-3019.0,939.0,21.0,24.0
1385,-3037.0,969.0,22.0,25.0
1386,-3058.0,991.0,22.0,25.0
1387,-3076.0,1016.0,23.0,26.0
1388,-3081.0,1033.0,24.0,27.0
1389,-3075.0,1036.0,24.0,27.0
1390,-3089.0,1049.0,25.0,28.0
1391,-3092.0,1059.0,25.0,28.0
1392,-3086.0,1056.0,25.0,27.0
1393,-3079.0,1055.0,26.0,28.0
1394,-3084.0,1043.0,26.0,29.0
